period,date,r1,r2,r3,r4,r5,b1,b2,sales,prize_pool,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount
11097,2011-08-20,04,19,28,31,33,11,12,101197498,256846500,1,10000000,27,204265
11096,2011-08-17,03,08,20,24,25,01,02,92112778,245245462,2,8451117,71,52769
11095,2011-08-15,09,12,17,19,29,06,11,88632964,244892108,1,9601015,71,38056
11094,2011-08-13,11,21,22,32,34,04,08,98719396,242990584,4,6714576,58,65881
11093,2011-08-10,04,06,08,19,31,10,11,90159691,252703120,0,0,18,208394
11092,2011-08-08,10,17,19,32,33,01,12,90900093,234885420,2,8383140,30,121259
11091,2011-08-06,11,17,23,29,30,06,08,103226069,234735997,1,10000000,54,80880
11090,2011-08-03,02,04,29,30,34,05,08,92181969,223262272,0,0,21,184156
11089,2011-08-01,05,06,23,27,34,03,04,92442848,207931278,0,0,24,238538
11088,2011-07-30,20,21,27,29,35,03,08,104344297,184850000,4,7050900,28,183525
11087,2011-07-27,06,13,20,25,34,07,09,91364808,192547274,2,6175342,82,22536
11086,2011-07-25,04,05,06,09,15,01,06,89388176,200963433,0,0,19,223417
11085,2011-07-23,02,17,19,21,22,03,10,102298924,181020000,5,6075660,30,121690
11084,2011-07-20,14,29,31,34,35,01,12,95024927,199987836,0,0,48,83255
11083,2011-07-18,06,08,18,20,24,04,08,94242715,182379281,2,7660870,73,42336
11082,2011-07-16,07,20,25,30,32,05,09,106787273,184396669,4,6662493,31,172554
11081,2011-07-13,04,13,20,21,35,02,09,95329740,197429220,0,0,28,129382
11080,2011-07-11,05,12,30,31,32,01,03,93978157,180641784,0,0,35,110792
11079,2011-07-09,01,03,23,30,31,02,10,109599428,162610000,1,1000000,19,275371
11078,2011-07-06,04,09,16,27,30,02,06,96091331,146794221,2,7641711,65,55977
11077,2011-07-04,05,08,19,33,34,01,12,94881787,149491545,1,10000000,36,112895
11076,2011-07-02,18,23,25,29,30,01,02,108032153,140694437,2,11353637,25,198796
11075,2011-06-29,06,09,20,23,28,06,10,99290929,137630000,3,8091523,17,300147
11074,2011-06-27,07,16,23,28,31,03,06,102090087,138721670,25,5266941,142,21182
11073,2011-06-25,13,19,20,22,33,05,11,114496899,317666106,2,10844864,43,93341
11072,2011-06-22,03,11,13,20,35,03,08,103091748,319871133,0,0,30,163834
11071,2011-06-20,27,31,33,34,35,04,06,105844387,299596663,2,5998038,184,12000
11070,2011-06-18,09,19,22,29,30,02,08,116191211,306600000,13,5130879,147,12000
11069,2011-06-15,03,05,28,29,33,04,12,105442230,377697008,2,7498471,56,61515
11068,2011-06-13,01,13,16,18,32,07,09,105704934,380952965,1,10000000,9,617126
11067,2011-06-11,10,17,22,24,32,03,10,117519124,367347891,5,5544352,88,23547
11066,2011-06-08,06,13,18,20,33,09,10,102319445,395795484,0,0,36,127883
11065,2011-06-06,03,11,14,25,34,01,04,96759634,375078277,1,14000000,27,182044
11064,2011-06-04,01,06,27,30,34,01,06,114835819,362140610,1,15000000,23,301345
11063,2011-06-01,10,17,18,26,32,01,05,103484742,348759449,0,0,28,181307
11062,2011-05-30,06,10,17,20,21,03,07,104437410,326860000,2,8584705,22,237156
11061,2011-05-28,06,07,16,18,20,04,10,119067560,325886265,3,8083802,22,282485
11060,2011-05-25,03,25,29,32,34,09,10,110273508,327233734,2,7884625,33,128205
11059,2011-05-23,09,16,21,29,34,07,10,111037756,328980000,0,0,28,204157
11058,2011-05-21,01,09,27,32,33,03,06,123623363,303872297,21,5000000,221,12000
11057,2011-05-18,07,11,30,31,34,09,12,111836045,426872297,1,14000000,25,186324
11056,2011-05-16,03,05,29,30,31,08,10,113369983,414373623,3,9668447,67,75461
11055,2011-05-14,01,07,31,32,35,02,10,121919915,419164003,0,0,40,155267
11054,2011-05-11,05,09,16,26,35,03,10,96198701,392030969,0,0,32,137723
11053,2011-05-09,03,16,28,31,32,01,09,92967750,372405323,0,0,13,427827
11052,2011-05-07,13,24,31,32,33,03,09,103826788,349623523,4,6520277,41,82066
11051,2011-05-04,06,08,12,17,18,05,10,94449532,360501853,2,8303466,19,200210
11050,2011-05-02,04,07,29,32,33,08,10,87452567,360591452,1,10000000,32,84997
11049,2011-04-30,05,06,10,22,25,01,09,105382597,357714362,2,7258678,39,90625
11048,2011-04-27,13,17,25,27,28,02,03,97367653,361905515,5,5000000,255,12000
11047,2011-04-25,02,15,22,33,35,05,08,96770184,386905515,1,10000000,12,320909
11046,2011-04-23,09,15,16,19,29,04,06,107968006,381020504,2,6927047,112,32524
11045,2011-04-20,13,21,22,29,31,07,11,95364376,387770674,0,0,38,106097
11044,2011-04-18,11,21,24,26,31,06,07,89608392,371458144,0,0,50,50826
11043,2011-04-16,02,08,23,33,35,05,10,93914514,361242100,0,0,79,34461
11042,2011-04-13,06,09,18,30,32,10,12,87928876,349947313,1,10000000,44,95042
11041,2011-04-11,04,05,11,13,25,03,06,87556274,341699221,3,7023022,24,168585
11040,2011-04-09,03,07,15,18,20,01,06,96069406,348774894,0,0,20,262412
11039,2011-04-06,01,11,14,22,34,06,08,85116728,327322701,2,8645112,16,264138
11038,2011-04-04,07,09,11,13,33,10,12,80422215,326387365,1,9768864,16,276455
11037,2011-04-02,01,12,14,22,24,10,12,96693251,322942088,1,10000000,20,228088
11036,2011-03-30,03,18,29,30,33,08,09,85781802,313269458,0,0,20,197124
11035,2011-03-28,03,04,13,15,32,04,09,84025048,298041572,0,0,10,425305
11034,2011-03-26,03,06,09,17,27,03,09,94247323,279221801,0,0,29,171438
11033,2011-03-23,03,19,24,29,33,03,09,83735466,256334761,1,9011343,17,207707
11032,2011-03-21,07,16,23,31,33,03,10,81643680,254707534,1,10000000,29,92828
11031,2011-03-19,12,17,19,22,35,04,11,93937733,250852819,0,0,26,172597
11030,2011-03-16,15,19,25,30,33,03,08,81778553,232471208,9,5000000,112,12000
11029,2011-03-14,03,09,17,24,28,06,12,80911079,283471208,2,7505209,30,129236
11028,2011-03-12,01,02,13,17,28,01,04,91860917,286700891,0,0,32,148208
11027,2011-03-09,05,14,25,34,35,02,05,84423224,266248099,3,6956120,62,55101
11026,2011-03-07,01,09,15,20,29,07,09,82639796,272445556,0,0,13,320570
11025,2011-03-05,08,09,25,28,29,02,10,90511689,254653894,1,10000000,50,81096
11024,2011-03-02,12,15,16,20,33,08,12,79549112,247441137,1,10000000,19,220199
11023,2011-02-28,05,13,16,18,24,02,12,78141115,238779266,1,9775276,16,259878
11022,2011-02-26,09,14,24,25,34,01,04,88756676,235318601,0,0,27,167019
11021,2011-02-23,01,09,13,17,30,02,08,77486022,216528880,0,0,31,83696
11020,2011-02-21,09,12,19,22,28,01,05,75264171,204915970,0,0,27,119069
11019,2011-02-19,08,21,23,27,33,06,11,86106831,190984829,3,5819512,58,29891
11018,2011-02-16,16,22,24,32,34,02,10,71591148,204559462,0,0,14,242197
11017,2011-02-14,16,19,24,26,31,02,04,67218101,190209245,0,0,19,172191
11016,2011-02-12,15,20,30,33,35,06,09,74768258,177160000,0,0,30,86197
11015,2011-02-09,08,18,19,22,23,01,03,61116088,164940000,0,0,29,85859
11014,2011-01-31,02,14,20,21,24,02,09,68783676,155416933,0,0,15,254573
11013,2011-01-29,05,08,14,28,30,04,06,75146172,139951606,0,0,29,86205
11012,2011-01-26,03,12,19,25,30,08,11,67808306,127667330,2,6806047,40,51675
11011,2011-01-24,02,17,23,24,30,02,09,65868407,132249188,0,0,24,112679
11010,2011-01-22,04,08,10,14,27,05,07,73127513,120840432,0,0,14,271617
11009,2011-01-19,09,10,11,14,24,03,08,65249173,104135936,1,5000000,16,172225
11008,2011-01-17,01,23,26,27,30,05,06,65912879,98414874,2,6728099,43,67768
11007,2011-01-15,14,24,32,33,35,02,09,71802234,104670000,0,0,48,51369
11006,2011-01-12,02,08,16,26,35,11,12,68116097,93810617,8,5474021,31,96769
11005,2011-01-10,01,07,25,27,30,07,12,68602032,148700000,0,0,12,346192
11004,2011-01-08,07,08,10,23,25,07,09,76345453,130793921,0,0,23,147428
11003,2011-01-05,01,24,27,30,31,01,06,66980266,116750000,1,9782435,25,118966
11002,2011-01-03,11,13,27,28,29,02,06,63595435,114577721,0,0,82,22713
11001,2011-01-01,07,08,15,32,34,05,12,72601190,106260000,2,7506561,36,83136
10153,2010-12-29,06,07,16,24,35,04,06,67696029,108740000,1,10000000,28,106954
10152,2010-12-27,02,05,18,22,23,07,12,67198522,106070000,1,5000000,32,92418
10151,2010-12-25,01,10,32,33,35,03,08,75884305,97069214,10,5282115,77,30417
10150,2010-12-22,05,24,28,29,35,01,09,70254401,162060000,0,0,14,229688
10149,2010-12-20,05,22,24,25,30,01,06,68713293,148960000,1,8501320,21,159604
10148,2010-12-18,03,04,08,10,35,02,06,74147240,148560000,0,0,18,197322
10147,2010-12-15,01,15,19,21,23,11,12,66009262,133020000,0,0,13,299969
10146,2010-12-13,14,17,30,31,34,04,10,67029732,117050000,0,0,36,60756
10145,2010-12-11,18,19,27,28,33,03,06,75190565,108300000,5,5603773,37,52420
10144,2010-12-08,02,11,16,22,31,10,11,70224248,131231569,0,0,17,234732
10143,2010-12-06,10,16,18,22,27,06,08,70677872,114680000,2,7695984,20,169558
10142,2010-12-04,10,11,19,21,27,04,06,78555350,116590000,1,10000000,33,106314
10141,2010-12-01,05,11,17,23,33,03,10,71550574,112242527,3,6236078,67,34901
10140,2010-11-29,06,18,20,30,31,03,06,70653318,115572235,0,0,49,40534
10139,2010-11-27,03,13,16,19,29,07,09,76745173,115570000,3,6390150,34,95872
10138,2010-11-24,08,12,14,19,27,05,06,71201049,127810000,3,6430176,40,61380
10137,2010-11-22,22,27,28,33,35,09,11,70991878,136370000,6,5292116,59,18665
10136,2010-11-20,03,13,18,30,33,07,08,79923031,163749436,2,7136430,61,43566
10135,2010-11-17,14,17,19,26,32,03,04,70738679,168410000,0,0,16,251710
10134,2010-11-15,09,12,13,19,30,04,05,67662077,152180000,1,6676733,91,12000
10133,2010-11-13,11,16,17,21,22,03,06,75926041,154666909,1,10000000,14,310906
10132,2010-11-10,18,21,23,25,29,06,11,69621078,146940000,1,10000000,11,357575
10131,2010-11-08,10,15,22,28,29,04,12,68740049,141390723,0,0,17,184772
10130,2010-11-06,05,06,09,10,34,08,11,77341875,127110000,0,0,25,139806
10129,2010-11-03,14,15,24,25,26,03,07,70819039,113060000,3,5417181,101,12000
10128,2010-11-01,06,17,19,29,35,02,08,70281583,128810000,5,5336802,46,23371
10127,2010-10-30,03,22,24,30,33,04,10,75260848,153984522,1,9402165,8,299467
10126,2010-10-27,03,05,09,13,33,05,11,66524806,152381273,0,0,7,462186
10125,2010-10-25,01,07,09,14,19,09,12,66663335,139200000,0,0,11,302559
10124,2010-10-23,01,09,27,29,34,01,06,72653166,124680000,0,0,16,228498
10123,2010-10-20,18,20,30,32,33,01,11,66411141,110460000,2,5996047,39,28377
10122,2010-10-18,05,06,11,13,26,02,07,66373725,117470000,3,6514505,11,297935
10121,2010-10-16,21,22,31,32,34,02,12,74948552,127290000,3,6682917,41,87047
10120,2010-10-13,08,10,18,34,35,06,10,69038409,136207855,4,6028453,34,85241
10119,2010-10-11,05,13,14,23,26,02,03,67852382,152110000,0,0,40,72655
10118,2010-10-09,19,22,23,29,35,08,10,76404009,137943639,2,6501509,25,99336
10117,2010-10-06,04,06,21,27,34,05,09,62632305,145087752,1,8198920,17,117176
10116,2010-10-04,14,22,27,28,35,04,10,56784987,21332718,0,0,25,88315
10115,2010-10-02,05,07,10,15,32,03,08,65524983,136016248,1,8826809,11,304621
10114,2010-09-29,03,07,22,25,35,03,11,63838591,134830000,0,0,14,229281
10113,2010-09-27,05,16,22,23,32,04,10,63320398,120730000,1,7297103,63,21448
10112,2010-09-25,14,15,18,34,35,08,10,68835336,122280000,0,0,34,72205
10111,2010-09-22,03,06,13,14,29,01,02,57890101,110310000,1,10000000,14,213614
10110,2010-09-20,21,29,30,33,35,07,11,61233010,107660000,5,5000000,127,12000
10109,2010-09-18,01,02,08,11,25,10,12,69672110,135660000,1,10000000,20,154635
10108,2010-09-15,01,10,13,19,34,09,12,62114953,131270000,0,0,4,892118
10107,2010-09-13,14,17,22,27,34,03,05,62175316,115890000,0,0,8,481747
10106,2010-09-11,05,27,28,29,34,09,12,68873822,100354171,1,8059291,49,36290
10105,2010-09-08,05,17,26,27,35,08,09,62352316,100765234,3,6164276,31,69717
10104,2010-09-06,14,25,30,32,33,01,11,60416556,110525988,0,0,23,110553
10103,2010-09-04,10,14,29,30,35,05,08,67247961,99490000,1,7675135,28,93864
10102,2010-09-01,04,15,19,24,35,01,10,58562191,101070000,1,5000000,13,236724
10101,2010-08-30,11,15,22,27,35,05,08,58593813,91340000,1,5000000,15,199570
10100,2010-08-28,19,20,30,33,35,06,08,64495368,83319869,3,5000000,26,114588
10099,2010-08-25,03,11,17,21,30,01,08,58457907,85850000,0,0,21,168600
10098,2010-08-23,02,03,12,13,25,01,07,59220089,71440000,3,5000000,21,141962
10097,2010-08-21,09,17,21,28,29,02,08,64370716,76020000,0,0,12,191350
10096,2010-08-18,04,09,24,30,35,01,10,58771688,66550000,2,5000000,16,167960
10095,2010-08-16,12,14,16,19,25,01,06,56577946,64580000,0,0,12,235946
10094,2010-08-14,20,32,33,34,35,06,07,68284989,52900000,15,5000000,161,12000
10093,2010-08-11,02,04,09,28,29,05,08,61816350,133909187,1,10000000,15,203039
10092,2010-08-09,02,15,29,30,34,02,12,59055333,131110000,2,6115262,44,36065
10091,2010-08-07,06,10,23,26,31,05,07,66214621,139760000,0,0,14,272479
10090,2010-08-04,08,24,26,31,32,07,09,58501458,124230000,0,0,24,62207
10089,2010-08-02,04,10,13,18,23,08,10,57414129,118070000,0,0,21,115956
10088,2010-07-31,03,05,14,30,35,03,06,59905393,108160000,0,0,20,118923
10087,2010-07-28,01,12,20,21,24,02,08,55063233,98170000,1,5000000,29,73295
10086,2010-07-26,01,02,12,19,35,05,07,53608302,94540000,0,0,17,148062
10085,2010-07-24,02,10,16,18,34,02,03,58856786,83770000,0,0,12,257885
10084,2010-07-21,03,13,14,22,26,02,05,53749055,71580000,2,5000000,11,232489
10083,2010-07-19,07,11,21,22,35,04,07,52191517,70420000,0,0,19,126432
10082,2010-07-17,05,08,24,29,30,04,06,59031323,59990000,1,5000000,27,76811
10081,2010-07-14,14,18,20,24,27,05,10,53790383,58830000,2,5000000,15,185402
10080,2010-07-12,08,19,27,29,34,04,10,51730394,57990000,3,5000000,42,13323
10079,2010-07-10,01,04,21,22,24,02,05,57860042,73620000,1,5000000,12,309554
10078,2010-07-07,02,03,15,28,35,01,11,52509206,64690000,3,5000000,37,80283
10077,2010-07-05,06,07,09,17,24,02,12,51385724,68190000,0,0,3,1018831
10076,2010-07-03,09,12,16,19,35,02,12,58643115,54430000,1,5000000,7,525989
10075,2010-06-30,10,12,17,23,27,05,07,53735820,47440000,0,0,12,246391
10074,2010-06-28,03,07,20,27,32,02,12,52999626,35800000,0,0,21,97485
10073,2010-06-26,04,09,11,30,32,01,11,60608663,26812404,1,5000000,13,250992
10072,2010-06-23,05,10,17,23,25,03,10,54533355,17880000,2,5000000,18,121112
10071,2010-06-21,07,12,26,30,32,02,07,55331384,24610000,11,5000000,66,12000
10070,2010-06-19,05,14,23,25,28,11,12,61210368,88610000,0,0,31,68468
10069,2010-06-16,06,17,18,25,29,08,09,53568152,79270000,2,5000000,59,15892
10068,2010-06-14,11,17,19,20,34,06,10,53032771,85180000,0,0,12,210737
10067,2010-06-12,01,11,19,30,32,03,10,62600663,73800000,1,5000000,78,12000
10066,2010-06-09,15,21,22,24,27,01,06,56677441,75830000,0,0,5,662614
10065,2010-06-07,05,08,13,14,32,08,11,55131467,60420000,0,0,34,40915
10064,2010-06-05,07,10,12,20,21,06,09,61531531,54840000,4,5000000,16,166320
10063,2010-06-02,07,14,16,30,31,03,06,57039300,68240000,3,5000000,15,198950
10062,2010-05-31,06,07,18,30,31,07,08,56542229,73710000,2,5000000,36,57081
10061,2010-05-29,05,12,14,17,22,05,07,62194144,78749467,0,0,13,239910
10060,2010-05-26,10,13,22,33,34,01,05,56201529,65430000,0,0,6,396191
10059,2010-05-24,06,10,14,25,34,01,03,54852390,54737276,1,5000000,6,453305
10058,2010-05-22,06,15,17,19,30,01,12,62359762,46470000,0,0,9,436453
10057,2010-05-19,15,17,24,32,35,07,09,57176020,30765762,0,0,14,165506
10056,2010-05-17,05,09,23,25,30,09,12,56490604,19840000,1,5000000,27,65392
10055,2010-05-15,13,14,17,27,32,02,10,62315353,17330000,1,5000000,18,146291
10054,2010-05-12,12,25,29,30,33,10,11,55496523,14140000,0,0,39,40850
10053,2010-05-10,09,19,22,26,34,09,11,55150582,7620000,7,5000000,95,12000
10052,2010-05-08,04,06,25,29,32,05,06,61493077,42621421,0,0,14,248645
10051,2010-05-05,06,10,20,24,32,06,10,55951362,28448605,1,5000000,19,148711
10050,2010-05-03,07,08,15,30,35,05,10,54049738,21840000,7,5000000,29,85847
10049,2010-05-01,01,25,29,31,33,04,10,60877355,49350000,5,5000000,17,75276
10048,2010-04-28,02,03,10,12,25,03,09,58735417,72380000,0,0,11,170022
10047,2010-04-26,04,08,11,30,31,02,08,56875743,64220000,1,5000000,18,96524
10046,2010-04-24,02,15,19,26,27,05,06,62764147,61840000,1,5000000,27,83289
10045,2010-04-21,08,17,18,20,28,09,10,57857829,57470000,0,0,19,137951
10044,2010-04-19,06,21,24,28,30,02,07,58143721,44220000,2,5000000,10,302774
10043,2010-04-17,05,08,10,33,35,02,10,63884681,46820000,1,5000000,16,158678
10042,2010-04-14,01,05,19,34,35,06,07,57454140,40520000,1,5000000,38,62267
10041,2010-04-12,16,22,28,29,34,04,12,57921241,36230000,1,5000000,41,40983
10040,2010-04-10,13,20,26,31,35,02,11,64431044,33360000,4,5000000,38,61057
10039,2010-04-07,07,19,26,28,32,01,08,56831012,42730000,0,0,34,65559
10038,2010-04-05,08,10,25,29,33,01,02,54567749,33490000,1,5000000,15,185621
10037,2010-04-03,19,21,26,34,35,01,09,61763460,25960000,1,5000000,33,70901
10036,2010-03-31,19,25,28,31,33,01,08,55969409,21390000,1,5000000,14,207341
10035,2010-03-29,14,16,20,31,34,01,07,53908713,13640000,1,5000000,9,304346
10034,2010-03-27,01,06,19,25,26,03,09,62359829,0,11,1989778,21,132084
10033,2010-03-24,12,19,28,29,30,05,08,56215279,0,6,4016973,79,12000
10032,2010-03-22,13,16,23,24,33,07,11,56162851,25520000,1,5000000,14,184703
10031,2010-03-20,05,13,16,17,35,06,08,62185672,0,5,4011638,9,316159
10030,2010-03-17,10,12,19,32,35,02,07,57295895,0,10,1971731,54,12000
10029,2010-03-15,21,22,33,34,35,03,04,57269938,23150000,11,5000000,370,12000
10028,2010-03-13,01,02,07,20,35,01,03,66147851,78150000,0,0,10,359260
10027,2010-03-10,05,23,26,32,34,02,09,57838370,63060000,5,5000000,41,12000
10026,2010-03-08,05,23,25,31,35,07,10,56646358,86090000,1,5000000,17,165009
10025,2010-03-06,09,11,13,14,25,01,07,63920913,82820000,4,5000000,30,104563
10024,2010-03-03,03,14,19,24,25,04,11,58426025,89650000,4,5667366,32,49990
10023,2010-03-01,11,13,29,32,33,02,08,56897252,105640000,3,5952584,43,39363
10022,2010-02-27,02,11,13,14,25,02,05,65023742,116360000,0,0,16,200680
10021,2010-02-24,11,20,23,24,25,07,09,59435470,101610000,7,5422655,29,74150
10020,2010-02-22,08,18,26,32,33,01,06,55310141,145273416,0,0,22,107558
10019,2010-02-20,03,11,19,26,27,02,09,59288005,135673799,1,8031409,26,107069
10018,2010-02-10,03,10,26,32,33,04,12,60178507,136398418,0,0,20,145072
10017,2010-02-08,13,21,23,27,34,09,12,58963701,123885908,1,9381541,24,99354
10016,2010-02-06,10,12,20,23,32,04,10,66467786,122313595,1,10000000,17,197242
10015,2010-02-03,03,10,14,18,28,08,10,60286444,118407987,1,9000457,22,109302
10014,2010-02-01,18,19,30,33,35,02,04,59887023,117407301,0,0,9,341428
10013,2010-01-30,18,21,22,26,34,09,12,65363883,105110000,0,0,21,137538
10012,2010-01-27,20,24,30,31,33,05,12,59423790,92730000,2,5000000,30,75900
10011,2010-01-25,02,03,11,27,32,08,11,58954872,93686243,0,0,31,86801
10010,2010-01-23,15,22,24,32,35,02,09,64021576,80080000,3,5000000,23,98422
10009,2010-01-20,02,05,13,27,32,03,11,59047555,84590000,1,5000000,18,167305
10008,2010-01-18,11,23,25,31,32,05,11,59727873,76420000,1,5000000,21,117901
10007,2010-01-16,07,23,26,29,32,08,11,66968023,71607483,4,5000000,45,45047
10006,2010-01-13,03,13,19,30,34,02,05,60820884,89090000,1,5000000,13,259934
10005,2010-01-11,04,17,19,22,30,02,03,60174031,79660000,1,5000000,21,146636
10004,2010-01-09,03,06,21,24,34,04,06,67089619,71460000,1,5000000,45,55470
10003,2010-01-06,05,14,23,27,30,02,08,59587916,65610000,1,5000000,21,164367
10002,2010-01-04,04,23,25,26,30,07,10,59063615,59188235,0,0,8,372352
10001,2010-01-02,02,06,07,12,27,02,08,65988959,45500000,2,5000000,33,72700
09153,2009-12-30,21,22,30,32,34,03,07,61921485,45680000,0,0,18,186275
09152,2009-12-28,01,23,29,30,32,07,12,59093356,32690000,0,0,9,352694
09151,2009-12-26,03,08,14,30,31,04,09,68568519,2710000,11,5000000,102,12000
09150,2009-12-23,04,11,18,25,34,05,07,62649989,65000000,0,0,32,82821
09149,2009-12-21,01,03,10,12,20,02,07,60846169,52820000,2,5000000,14,142617
09148,2009-12-19,02,04,13,14,33,01,09,67488906,54690000,1,5000000,28,85699
09147,2009-12-16,06,12,18,22,29,05,08,60438195,48190000,2,5000000,39,32480
09146,2009-12-14,11,17,23,24,25,03,06,61477563,52710000,1,5000000,15,209498
09145,2009-12-12,05,11,14,22,35,03,10,68557416,43090000,1,5000000,28,97270
09144,2009-12-09,18,26,32,33,34,04,06,61978220,36570000,3,5000000,64,12222
09143,2009-12-07,01,09,10,11,22,01,12,62884100,48440000,1,5000000,17,176427
09142,2009-12-05,05,06,13,24,31,03,11,70853469,44000000,9,5162521,72,15911
09141,2009-12-02,13,14,21,30,33,02,08,62128703,103930000,1,5000000,49,47859
09140,2009-11-30,07,08,19,26,30,01,12,62128703,98660000,1,5000000,49,47859
09139,2009-11-28,14,16,20,22,32,05,09,69724233,92503373,1,5000000,18,223248
09138,2009-11-25,03,04,14,28,32,09,10,66057007,80920000,3,5000000,28,95998
09137,2009-11-23,12,28,29,30,34,01,09,64726488,90760000,2,5552878,38,23720
09136,2009-11-21,07,13,23,24,29,06,10,70354666,101610000,2,6239117,57,26476
09135,2009-11-18,06,08,15,20,32,05,06,63316973,107890000,1,8682236,35,57355
09134,2009-11-16,02,16,19,28,33,07,11,60197804,107370000,2,7012027,23,103180
09133,2009-11-14,01,08,24,27,34,10,11,69788002,111334356,1,14000000,20,158361
09132,2009-11-11,02,10,12,15,28,04,07,62748807,106960000,1,5000000,7,530001
09131,2009-11-09,02,03,08,33,34,03,11,62393936,98050000,0,0,28,74232
09130,2009-11-07,09,14,25,32,34,02,08,72087396,88910000,1,5000000,10,424283
09129,2009-11-04,02,10,18,32,33,03,08,67149959,77050000,5,5000000,46,43828
09128,2009-11-02,06,21,28,32,34,04,07,62083219,97630000,0,0,10,250198
09127,2009-10-31,05,09,27,32,34,05,08,77984435,87120000,4,6132379,24,125819
09126,2009-10-28,14,23,27,28,33,08,12,65283300,102310000,0,0,17,165026
09125,2009-10-26,08,20,23,29,31,02,11,63479997,90670000,0,0,10,337839
09124,2009-10-24,01,03,14,32,35,07,11,69674019,76480000,0,0,17,177812
09123,2009-10-21,10,21,28,29,32,06,10,62130621,63950000,0,0,41,41195
09122,2009-10-19,01,02,11,31,33,05,06,60514755,59870000,2,6500000,12,258290
09121,2009-10-17,04,05,08,11,22,02,10,60056189,107900000,0,0,19,173392
09120,2009-10-14,11,23,27,28,32,02,05,60056189,107900000,0,0,19,173392
09119,2009-10-12,03,12,22,23,28,04,12,56316371,98090000,1,5000000,9,324806
09118,2009-10-10,10,17,18,21,34,05,11,62050346,92730000,0,0,14,239502
09117,2009-10-07,07,21,29,31,33,09,10,47209745,82930000,2,5000000,33,27843
09116,2009-10-05,12,15,23,30,33,09,12,45459651,93310000,2,5000000,29,84622
09115,2009-10-03,01,02,06,08,26,05,12,50517460,63820000,0,0,4,1013097
09114,2009-09-30,02,08,25,29,33,03,07,51813022,84530000,4,5487268,15,373572
09113,2009-09-28,03,04,10,18,27,06,08,51363174,107530000,0,0,38,85492
09112,2009-09-26,02,08,12,34,35,04,05,57394342,106310000,0,0,20,536090
09111,2009-09-23,04,11,13,19,35,10,12,52850837,102140000,1,8774361,13,812939
09110,2009-09-21,22,28,30,31,34,07,09,51636412,107140000,0,0,20,284138
09109,2009-09-19,02,11,13,26,35,06,10,57166799,104930000,1,9046646,17,643784
09108,2009-09-16,01,09,14,29,30,07,10,51337395,109930000,0,0,37,172777
09107,2009-09-14,11,12,33,34,35,01,10,50513087,49360000,1,7344588,38,147193
09106,2009-09-12,11,21,22,25,34,06,09,55692618,112310000,0,0,12,812805
09105,2009-09-09,01,25,26,34,35,06,11,50958315,108300000,0,0,26,262127
09104,2009-09-07,15,25,29,32,33,10,11,49507325,105870000,0,0,36,136035
09103,2009-09-05,16,20,28,32,33,01,02,54467017,103770000,0,0,21,450423
09102,2009-09-02,11,13,29,32,35,10,12,48859582,100390000,0,0,34,37067
09101,2009-08-31,02,10,14,22,26,04,09,47809382,96550000,1,6986209,19,252790
09100,2009-08-29,16,20,25,29,33,01,08,52247864,101550000,0,0,15,224135
09099,2009-08-26,03,09,21,23,33,06,10,48169676,92140000,0,0,11,274102
09098,2009-08-24,11,17,19,25,26,02,10,48520631,82780000,4,5353595,23,185192
09097,2009-08-22,06,13,14,22,25,01,04,53124002,108780000,0,0,19,470531
09096,2009-08-19,07,12,28,32,33,01,03,48423174,104980000,0,0,16,152532
09095,2009-08-17,08,18,24,30,33,01,06,48364617,96860000,2,6022716,29,197490
09094,2009-08-15,01,05,21,23,29,05,12,52581788,106860000,0,0,11,277852
09093,2009-08-12,07,09,22,30,33,09,11,47767244,97840000,1,5641679,44,35091
09092,2009-08-10,10,21,22,27,29,08,12,45632991,102840000,0,0,19,115829
09091,2009-08-08,01,05,17,32,34,03,07,51108194,95700000,1,5000000,11,287238
09090,2009-08-05,18,25,30,33,34,04,10,46981058,91370000,2,5000000,11,171998
09089,2009-08-03,03,06,11,19,27,02,07,46949691,95500000,1,5000000,18,126376
09088,2009-08-01,13,16,27,32,34,03,09,53086069,93700000,2,6429562,18,404320
09087,2009-07-29,10,24,28,30,33,01,10,47801827,103700000,0,0,13,202183
09086,2009-07-27,01,02,07,26,29,10,12,48530520,96350000,1,8369481,12,683662
09085,2009-07-25,06,13,27,33,34,09,12,52654405,101350000,1,6281762,32,106181
09084,2009-07-22,05,09,19,26,35,02,10,46704486,106350000,0,0,10,317589
09083,2009-07-20,02,05,28,34,35,01,07,46714940,96920000,0,0,13,240991
09082,2009-07-18,05,11,26,29,32,08,11,53062976,88150000,3,5594117,95,48546
09081,2009-07-15,02,15,20,25,33,03,06,48912917,103150000,1,7373857,26,234042
09080,2009-07-13,07,16,19,29,35,02,11,47474266,108150000,0,0,10,575753
09079,2009-07-11,01,02,07,13,34,04,10,51652499,10560000,0,0,3,1077741
09078,2009-07-08,11,23,26,31,34,05,11,47027388,94730000,2,5000000,4,836630
09077,2009-07-06,07,20,28,32,34,06,08,46747748,95360000,2,5000000,26,77965
09076,2009-07-04,03,09,11,18,24,04,05,52275871,99690000,1,5000000,21,113659
09075,2009-07-01,01,07,11,32,33,09,11,45529833,96860000,0,0,12,224909
09074,2009-06-29,15,17,19,23,32,01,11,45913477,88920000,0,0,4,959223
