period,date,r1,r2,r3,r4,r5,b1,b2,sales,prize_pool,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount
19082,2019-07-17,06,18,20,21,31,03,04,271428141,4117332392,7,10000000,74,611256
19081,2019-07-15,06,24,26,30,33,02,07,272912117,4186160785,3,10000000,58,873889
19080,2019-07-13,05,13,18,19,24,02,07,296452290,4212738027,6,10000000,127,306022
19079,2019-07-10,10,13,16,28,35,04,05,271256673,4282392620,4,10000000,75,704932
19078,2019-07-08,05,10,21,26,30,01,07,272470927,4306208094,0,0,117,524589
19077,2019-07-06,01,15,17,21,33,07,10,293644337,4306208094,1,10000000,58,893219
19076,2019-07-03,01,06,11,23,29,01,11,266685847,4297766552,5,10000000,68,740286
19075,2019-07-01,05,06,07,11,16,02,11,264828767,4329058171,4,10000000,102,360251
19074,2019-06-29,08,09,13,14,34,05,07,301323048,4372011525,3,10000000,90,542497
19073,2019-06-26,04,11,19,20,24,08,11,271821466,4382364770,2,10000000,176,176485
19072,2019-06-24,02,04,06,09,18,07,10,269398842,4390457898,1,10000000,81,481312
19071,2019-06-22,07,13,14,15,22,07,11,295494008,4386203653,5,10000000,108,412686
19070,2019-06-19,02,13,15,22,34,02,12,271071777,4419628452,1,10000000,43,1186548
19069,2019-06-17,08,22,23,33,34,04,06,277867343,4409347603,13,10000000,76,664345
19068,2019-06-15,04,05,08,17,27,06,11,302523734,4527560332,6,10000000,71,570619
19067,2019-06-12,03,08,11,15,16,02,10,281702303,4596914428,6,10000000,102,534981
19066,2019-06-10,04,10,11,18,31,05,08,272861483,4639229846,5,10000000,128,265113
19065,2019-06-08,03,08,10,23,27,02,12,295446062,4677385384,3,10000000,102,491543
19064,2019-06-05,07,08,13,19,29,11,12,277172405,4705583931,0,0,106,418043
19063,2019-06-03,05,08,15,18,21,04,08,269890522,4705583931,7,10000000,158,192105
19062,2019-06-01,05,16,23,25,28,01,12,292876443,4764031989,5,10000000,170,242083
19061,2019-05-29,01,02,13,14,26,05,11,272417820,4808403292,4,10000000,101,436775
19060,2019-05-27,01,11,12,18,21,08,10,269705099,4833102718,0,0,93,709472
19059,2019-05-25,07,08,15,27,32,08,12,301599968,4833102718,3,10000000,127,362522
19058,2019-05-22,03,10,13,14,32,07,11,275571204,4845045371,5,10000000,64,645666
19057,2019-05-20,08,14,16,34,35,06,12,276199961,4894582543,3,10000000,81,571549
19056,2019-05-18,01,07,10,12,23,06,08,305996270,4915397954,5,10000000,100,521758
19055,2019-05-15,02,04,06,19,22,02,06,283602540,4963149792,3,10000000,74,569761
19054,2019-05-13,02,18,23,27,30,05,10,276149811,4984758179,29,10000000,212,111076
19053,2019-05-11,01,11,19,26,35,11,12,302681393,5323214068,1,10000000,94,626159
19052,2019-05-08,04,10,15,20,24,07,11,276499358,5313363213,4,10000000,95,486630
19051,2019-05-06,11,15,16,20,29,04,08,271425230,5344151471,1,10000000,84,500949
19050,2019-05-04,04,15,16,20,35,03,12,285832883,5336065896,3,10000000,46,1084514
19049,2019-05-01,10,16,22,26,27,07,11,258571922,5347345506,4,10000000,101,517399
19048,2019-04-29,06,10,16,29,33,05,11,277776696,5385687606,5,10000000,175,229553
19047,2019-04-27,03,04,10,16,32,04,09,301841890,5438181602,7,10000000,107,419370
19046,2019-04-24,02,08,14,15,35,10,12,279781730,5516686407,5,10000000,215,198355
19045,2019-04-22,01,04,16,19,33,03,12,266773843,5552688626,36,10000000,263,91568
19044,2019-04-20,03,06,10,12,31,01,02,297670249,6008098540,3,10000000,81,687437
19043,2019-04-17,02,06,07,12,15,06,12,265838829,6017894922,17,10000000,68,729171
19042,2019-04-15,04,10,13,28,33,11,12,266281814,6274619165,6,10000000,79,555574
19041,2019-04-13,12,19,20,22,28,02,06,278194830,6358353641,33,10000000,67,689483
19040,2019-04-10,01,03,31,32,34,01,03,256461644,6679434766,11,10000000,70,685657
19039,2019-04-08,01,12,18,26,35,06,12,258620074,6835874897,11,10000000,68,745698
19038,2019-04-06,05,11,16,18,27,07,12,273576520,6935534546,3,10000000,98,457972
19037,2019-04-03,06,16,26,33,35,04,08,259744189,6957878946,2,10000000,597,54212
19036,2019-04-01,03,09,21,28,30,01,12,264051280,6962303972,3,10000000,100,447761
19035,2019-03-30,01,03,05,07,18,08,09,278976389,6990724179,5,10000000,185,219952
19034,2019-03-27,08,12,15,27,30,01,02,263239739,7043311560,2,10000000,102,443242
19033,2019-03-25,01,02,04,16,24,07,09,259583444,7046359232,3,10000000,35,1340977
19032,2019-03-23,01,04,07,11,30,07,08,281069928,7075490419,2,10000000,86,490476
19031,2019-03-20,03,08,21,26,33,04,05,258941467,7087941067,3,10000000,364,97104
19030,2019-03-18,07,09,13,14,33,02,04,259512014,7130547448,0,0,68,924270
19029,2019-03-16,01,04,18,24,28,02,03,286607872,7130547448,1,10000000,67,868859
19028,2019-03-13,06,22,28,29,33,02,07,265043546,7126442763,0,0,59,1146099
19027,2019-03-11,16,18,24,25,27,02,07,258310439,7126442763,1,10000000,89,506436
19026,2019-03-09,10,12,15,17,19,02,03,276287254,7119844630,7,10000000,125,296197
19025,2019-03-06,06,13,16,19,29,03,07,254293562,7214723367,1,10000000,103,342578
19024,2019-03-04,11,17,19,29,33,08,09,253993953,7212374715,5,10000000,79,414991
19023,2019-03-02,01,03,14,26,30,06,11,271045330,7266412330,1,10000000,36,1244119
19022,2019-02-27,01,04,14,15,21,01,05,250698873,7260411038,3,10000000,67,690336
19021,2019-02-25,07,13,17,24,33,01,10,246282617,7281471244,3,10000000,86,431389
19020,2019-02-23,01,08,16,27,34,03,12,262801443,7305795077,4,10000000,633,56048
19019,2019-02-20,04,11,19,25,32,01,02,240747642,7344326745,3,10000000,118,334715
19018,2019-02-18,03,18,19,26,34,06,12,206286685,7368392285,2,10000000,84,125429
19017,2019-02-16,01,05,07,22,25,03,04,224354188,7345788306,3,10000000,89,111800
19016,2019-02-13,03,05,13,16,28,02,06,199463845,7335987177,2,10000000,38,285331
19015,2019-02-11,02,05,10,13,30,04,06,200905382,7318529721,1,10000000,57,179336
19014,2019-02-02,12,14,20,28,31,09,11,252453111,7281902287,3,10000000,113,85181
19013,2019-01-30,08,10,15,17,18,01,08,209355520,7261573924,6,7771123,80,94273
19012,2019-01-28,05,09,17,18,19,07,10,208049284,7270412609,5,7293176,144,38914
19011,2019-01-26,04,12,13,16,17,04,09,229215164,7282068516,2,10000000,66,143243
19010,2019-01-23,03,07,24,25,27,02,12,213767581,7255514505,2,10000000,42,249760
19009,2019-01-21,03,09,15,18,26,06,12,208724945,7221191570,0,0,106,81098
19008,2019-01-19,03,08,17,20,24,06,11,235369276,7175235779,15,6366438,71,152933
19007,2019-01-16,03,12,16,29,32,01,05,212856147,7231975347,0,0,74,147545
19006,2019-01-14,14,17,19,25,30,04,08,211569980,7179104849,3,8889205,89,73858
19005,2019-01-12,21,26,27,29,34,05,06,226883398,7179285216,2,10000000,159,56877
19004,2019-01-09,15,16,17,31,32,03,09,204580697,7161063055,11,6339208,156,48698
19003,2019-01-07,04,08,18,20,32,10,12,207380158,7201268804,0,0,47,208522
19002,2019-01-05,02,07,14,22,31,01,07,225241300,7151049695,3,10000000,128,73021
19001,2019-01-02,06,18,23,26,28,03,12,210010629,7142421311,3,10000000,52,198774
18154,2018-12-31,14,22,23,26,30,03,05,211659213,7118917925,1,10000000,45,203203
18153,2018-12-29,03,06,07,08,21,01,08,226088197,7088689110,2,10000000,81,129621
18152,2018-12-26,02,04,05,12,28,08,11,205613392,7064136608,0,0,54,165467
18151,2018-12-24,04,08,18,29,30,03,07,207291663,7018219322,2,10000000,103,84762
18150,2018-12-22,05,12,13,31,34,10,12,225791549,7002968220,1,10000000,56,222053
18149,2018-12-19,01,07,10,11,20,03,06,207515954,6956714763,5,7744487,73,118605
18148,2018-12-17,02,06,24,33,34,02,03,208136096,6967866677,6,8411469,154,74522
18147,2018-12-15,01,11,26,33,35,02,10,223971838,6972210324,0,0,38,303491
18146,2018-12-12,03,08,09,13,33,01,02,205362986,6915052805,0,0,59,168531
18145,2018-12-10,09,18,29,31,33,06,11,203937312,6863931453,3,10000000,62,155126
18144,2018-12-08,06,17,18,24,31,07,11,218318880,6852100778,7,6993911,167,49772
18143,2018-12-05,04,07,20,22,33,01,02,209812542,6875246343,0,0,34,311374
18142,2018-12-03,19,24,28,29,34,10,11,209733653,6821793738,5,8947164,62,149099
18141,2018-12-01,03,07,23,26,33,04,09,229878514,6821675414,7,8326917,86,115479
18140,2018-11-28,01,06,08,12,15,03,04,214669161,6827035600,4,10000000,43,236579
18139,2018-11-26,05,11,16,28,35,06,09,211260296,6818142501,4,8554761,57,146124
18138,2018-11-24,01,23,24,28,33,04,05,235550538,6820616434,1,10000000,45,240097
18137,2018-11-21,07,10,22,23,33,08,11,213366740,6774793860,1,10000000,103,88777
18136,2018-11-19,03,11,12,19,21,05,11,211832625,6745147509,2,10000000,89,92040
18135,2018-11-17,14,19,23,27,34,06,12,234501139,6728041749,2,10000000,32,370365
18134,2018-11-14,04,05,19,31,35,02,12,216189491,6685696823,2,10000000,39,270324
18133,2018-11-12,08,12,14,15,19,01,10,217396050,6657631974,9,7330640,52,208470
18132,2018-11-10,03,16,22,23,27,01,04,239163144,6678376013,1,10000000,56,202991
18131,2018-11-07,12,14,21,32,33,02,11,216536327,6635339455,1,10000000,49,225327
18130,2018-11-05,03,04,16,18,25,01,11,217325653,6590885413,3,10000000,50,209777
18129,2018-11-03,04,07,21,22,29,03,06,235940348,6576364115,7,7175014,112,76600
18128,2018-10-31,11,12,14,16,26,08,09,220324605,6594664860,2,10000000,54,188100
18127,2018-10-29,01,03,04,11,29,08,12,217690667,6564347966,3,10000000,75,137148
18126,2018-10-27,11,13,15,21,27,05,06,219795983,6522197027,2,10000000,82,132076
18125,2018-10-24,07,16,20,21,34,04,06,219795983,6522197027,5,8680527,80,123236
18124,2018-10-22,08,10,12,19,20,10,11,216443708,6524154322,3,9217353,156,50320
18123,2018-10-20,06,09,29,32,35,02,04,234208723,6522610651,6,8116254,91,109271
18122,2018-10-17,08,09,21,30,31,05,12,214571833,6530054426,4,10000000,116,78493
18121,2018-10-15,06,07,21,29,30,01,10,207915429,6520734499,2,10000000,91,105372
18120,2018-10-13,21,22,25,27,30,08,09,234821953,6502829135,3,10000000,148,67950
18119,2018-10-10,06,09,11,16,35,02,05,212932980,6481977558,5,8385832,56,157655
18118,2018-10-08,04,05,14,21,34,06,09,211508812,6485845808,6,7363770,43,156425
18117,2018-10-06,07,11,13,22,29,03,08,217651581,6498990134,8,6746812,104,66007
18116,2018-10-03,01,14,17,21,33,07,10,182177791,6524536540,6,7638767,48,168431
18115,2018-10-01,02,06,13,18,25,01,02,188986085,6535370887,5,7251127,118,63538
18114,2018-09-29,12,18,26,28,29,05,06,224148934,6552450316,6,8262635,77,121614
18113,2018-09-26,08,12,27,31,33,04,08,204939053,6557535636,1,10000000,68,132991
18112,2018-09-24,03,07,08,09,29,09,10,193514083,6521875291,3,9319980,88,76560
18111,2018-09-22,03,16,27,28,32,04,05,215472949,6520081923,3,10000000,48,212799
18110,2018-09-19,06,19,21,27,28,03,11,199222858,6499010024,6,7219659,136,56279
18109,2018-09-17,10,16,23,25,34,02,05,193599346,6515974853,3,9587170,37,234571
18108,2018-09-15,09,10,24,31,32,07,12,214909384,6512454344,1,10000000,40,257386
18107,2018-09-12,07,08,09,10,22,03,04,207148979,6469261221,5,8520138,84,102992
18106,2018-09-10,04,14,17,24,31,01,04,204182024,6472172226,2,10000000,84,107492
18105,2018-09-08,01,16,19,20,31,02,07,219284141,6452487726,3,10000000,62,170599
18104,2018-09-05,01,13,14,26,28,07,11,203640357,6430739174,1,10000000,40,253224
18103,2018-09-03,14,24,26,28,35,02,03,202609595,6391571458,0,0,31,311015
18102,2018-09-01,06,07,13,22,24,10,12,224197222,6342068179,2,10000000,71,145812
18101,2018-08-29,03,14,15,23,29,04,05,198499936,6308725026,8,6369457,213,31199
18100,2018-08-27,06,20,21,26,30,06,09,200023810,6342598373,4,8691899,42,179521
18099,2018-08-25,12,13,16,20,21,01,07,222690897,6343983973,6,9356006,33,344348
18098,2018-08-22,02,15,18,25,27,05,07,203730773,6340719923,5,8366389,54,145237
18097,2018-08-20,10,12,14,18,23,01,04,205831161,6344726748,2,10000000,26,407484
18096,2018-08-18,13,14,20,28,34,06,10,224999849,6319451570,3,10000000,67,137285
18095,2018-08-15,07,14,18,29,35,05,12,201899050,6304083968,10,6232202,169,33847
18094,2018-08-13,11,16,25,30,34,08,10,204437453,6342519469,0,0,40,250003
18093,2018-08-11,03,11,16,18,33,03,11,219900805,6289602123,2,10000000,71,133969
18092,2018-08-08,05,07,14,18,19,04,10,203960013,6271921898,1,10000000,61,138724
18091,2018-08-06,06,22,26,28,31,01,07,200209093,6239379715,2,10000000,50,200300
18090,2018-08-04,06,20,24,33,34,04,11,214323707,6215638458,1,10000000,38,222618
18089,2018-08-01,26,27,28,32,34,06,10,198789849,6185259533,3,10000000,188,43376
18088,2018-07-30,08,09,21,25,33,01,08,201070776,6175967288,3,9965868,47,209895
18087,2018-07-28,03,14,19,23,25,01,04,221733708,6170422461,3,10000000,60,185287
18086,2018-07-25,16,22,24,29,31,04,05,202039886,6147152397,2,10000000,26,359527
18085,2018-07-23,01,02,14,25,31,05,07,203720742,6119215421,4,9772486,48,203649
18084,2018-07-21,06,11,17,22,35,11,12,221782319,6114274675,0,0,60,170820
18083,2018-07-18,07,12,25,27,28,10,11,203396776,6060893274,3,10000000,57,186650
18082,2018-07-16,01,02,14,17,18,08,10,202664331,6046964394,0,0,49,202544
18081,2018-07-14,02,10,13,21,35,01,12,220990027,5995484438,1,10000000,74,153574
18080,2018-07-11,07,16,24,26,31,10,11,200930992,5956453500,6,7560939,100,79192
18079,2018-07-09,03,04,10,27,29,01,05,202323374,5968985976,9,6597056,150,53079
18078,2018-07-07,07,11,12,22,30,03,06,218580534,5999253266,2,10000000,101,80657
18077,2018-07-04,01,06,09,15,26,08,09,203843593,5981630962,1,10000000,69,122792
18076,2018-07-02,07,18,28,29,32,06,08,199580156,5950663010,4,7818546,127,55940
18075,2018-06-30,01,06,12,20,34,04,12,220535723,5958857007,1,10000000,80,165012
18074,2018-06-27,03,09,12,28,30,04,12,199597596,5909727592,11,6048382,117,68364
18073,2018-06-25,13,19,24,25,29,02,08,201563745,5972044398,5,7758350,118,67694
18072,2018-06-23,05,12,17,24,26,01,02,224650873,5981278505,2,10000000,61,166210
18071,2018-06-20,02,05,23,30,31,03,09,214566154,5949658808,1,10000000,33,266396
18070,2018-06-18,02,05,10,16,30,04,07,211903935,5919039404,1,10000000,52,166567
18069,2018-06-16,01,08,13,21,24,02,11,241142640,5885037873,3,10000000,35,304461
18068,2018-06-13,08,12,16,26,33,05,06,196468042,5874936454,2,10000000,72,105371
18067,2018-06-11,03,07,12,18,31,07,10,219756324,5854895390,1,10000000,67,139612
18066,2018-06-09,01,20,23,32,33,01,04,239793134,5813704069,2,10000000,57,203548
18065,2018-06-06,07,10,28,31,32,08,10,220810457,5772639586,3,10000000,119,75369
18064,2018-06-04,01,03,04,11,29,02,04,224954479,5761282472,0,0,65,160419
18063,2018-06-02,05,14,15,32,34,03,10,245622727,5705403010,4,9167585,83,109249
18062,2018-05-30,12,14,19,23,35,02,07,238259472,5703821164,1,10000000,54,196831
18061,2018-05-28,04,10,12,28,31,08,11,237450953,5653787525,5,8898996,56,171242
18060,2018-05-26,04,22,27,29,31,02,10,263797526,5654020895,2,10000000,55,226490
18059,2018-05-23,01,09,10,27,35,06,11,242609804,5611696366,1,10000000,64,165915
18058,2018-05-21,09,11,12,26,32,04,10,239072621,5563764270,1,10000000,117,68635
18057,2018-05-19,13,19,22,27,28,05,06,263782813,5533435106,7,7295419,105,101615
18056,2018-05-16,02,04,16,28,34,05,07,242284907,5556714938,1,10000000,66,160241
18055,2018-05-14,03,07,20,33,34,09,10,247382161,5505823357,1,10000000,78,125126
18054,2018-05-12,09,10,12,20,30,01,07,266905172,5465203784,13,6617083,122,91172
18053,2018-05-09,11,16,21,23,25,02,12,247482667,5515804329,0,0,49,252575
18052,2018-05-07,05,16,18,19,25,02,07,240438756,5447819442,4,8985806,95,103357
18051,2018-05-05,09,18,28,29,35,03,11,263978006,5447396941,2,10000000,79,130027
18050,2018-05-02,22,24,26,34,35,06,12,241836897,5422293093,1,10000000,52,225430
18049,2018-04-30,04,07,09,10,13,06,12,230788528,5368233194,0,0,63,147438
18048,2018-04-28,02,03,11,20,25,02,07,276622481,5318104005,3,10000000,56,204437
18047,2018-04-25,03,08,10,14,20,04,08,258398718,5293491487,3,10000000,62,183363
18046,2018-04-23,10,20,22,29,32,05,10,257284500,5268370217,7,7630443,55,196032
18045,2018-04-21,02,05,20,30,35,05,09,283210997,5283900535,4,10000000,71,171739
18044,2018-04-18,02,04,06,18,21,05,08,265929558,5268779121,2,10000000,111,86924
18043,2018-04-16,03,06,13,28,33,04,11,256568992,5239147674,17,5925049,73,113999
18042,2018-04-14,03,19,25,29,35,05,09,265007165,5327068941,19,5684224,122,65084
18041,2018-04-11,01,23,25,31,33,01,12,253422570,5445163138,3,10000000,57,213838
18040,2018-04-09,05,07,18,27,31,01,08,211513034,5411665761,0,0,122,70652
18039,2018-04-07,02,07,14,29,32,10,11,217344524,5364269644,2,10000000,84,109752
18038,2018-04-04,14,23,25,31,32,01,03,198878775,5339234513,3,10000000,39,263418
18037,2018-04-02,01,03,27,30,31,02,11,205790103,5323867872,2,10000000,52,183389
18036,2018-03-31,11,17,18,21,27,07,08,227859939,5297754793,0,0,54,207387
18035,2018-03-28,05,07,10,12,24,07,11,211060885,5244871082,0,0,73,129707
18034,2018-03-26,08,11,22,27,32,03,07,212117050,5196338763,5,8607549,110,78334
18033,2018-03-24,02,03,19,23,34,04,09,231061109,5198381632,9,6877616,113,65866
18032,2018-03-21,07,10,17,32,35,05,12,211403323,5225006750,1,10000000,59,161202
18031,2018-03-19,03,08,13,17,23,05,11,211527559,5184093714,1,10000000,83,115734
18030,2018-03-17,05,18,21,28,32,09,11,230478981,5152546013,2,10000000,130,68015
18029,2018-03-14,03,09,21,25,29,01,08,211962307,5134052855,3,10000000,81,112385
18028,2018-03-12,04,19,25,30,35,04,07,210397698,5125941530,1,10000000,60,175366
18027,2018-03-10,01,18,20,21,26,04,11,222637440,5085962016,3,10000000,39,257805
18026,2018-03-07,01,02,03,04,30,03,05,205938359,5074912532,2,10000000,108,82611
18025,2018-03-05,07,08,09,15,34,07,08,207433913,5047617317,3,10000000,46,203072
18024,2018-03-03,02,16,24,30,32,04,07,230080943,5038602897,3,10000000,29,383935
18023,2018-02-28,12,13,18,21,29,02,08,203587803,5016451627,1,10000000,72,110789
18022,2018-02-26,02,10,19,33,35,05,06,202288216,4988506161,0,0,43,223044
18021,2018-02-24,05,06,08,09,15,04,11,233520667,4941852651,1,10000000,84,101227
18020,2018-02-14,01,10,13,14,21,09,12,223552917,4908324787,1,10000000,45,251143
18019,2018-02-12,10,11,19,21,28,05,12,206501821,4865933980,1,10000000,42,250933
18018,2018-02-10,06,08,13,24,28,06,12,226108418,4824492674,0,0,63,176906
18017,2018-02-07,04,19,21,23,31,04,09,202520718,4771863108,3,9929207,37,262613
18016,2018-02-05,01,02,12,13,23,09,12,202835116,4766514256,3,10000000,81,108508
18015,2018-02-03,04,13,15,18,29,05,11,220572521,4753653322,2,10000000,59,155659
18014,2018-01-31,14,16,18,24,31,01,08,203817985,4726825681,1,10000000,53,188566
18013,2018-01-29,08,24,31,33,35,07,10,203090721,4684812702,0,0,43,245948
18012,2018-01-27,03,22,24,29,34,07,11,218599858,4635213010,6,8218993,109,92558
18011,2018-01-24,03,13,15,23,26,01,10,203498133,4641173456,0,0,37,309639
18010,2018-01-22,24,25,26,28,29,04,12,209455315,4588018755,2,10000000,74,136700
18009,2018-01-20,10,12,28,30,34,03,04,230281073,4570009063,0,0,38,338952
18008,2018-01-17,09,15,17,20,22,10,11,211879491,4509562520,3,9822295,47,225457
18007,2018-01-15,03,04,28,31,34,04,11,210430592,4504102672,2,10000000,41,263162
18006,2018-01-13,19,20,30,32,33,03,05,228876959,4483250787,0,0,121,79115
18005,2018-01-10,04,09,23,24,30,08,11,208354385,4435847449,6,7758568,174,48824
18004,2018-01-08,04,09,22,28,30,01,10,205801716,4445675467,4,9787367,56,186520
18003,2018-01-06,04,21,23,24,30,09,10,226801109,4440647604,5,8556199,60,172793
18002,2018-01-03,12,20,23,27,34,01,06,208431222,4443585959,11,6484151,77,108436
18001,2018-01-01,01,13,22,25,35,03,04,215274808,4479674483,4,9138300,47,249848
17153,2017-12-30,01,09,24,26,34,09,12,236928410,4478126302,4,10000000,70,162593
17152,2017-12-27,02,04,07,23,28,02,08,214887235,4466541182,4,9200875,89,102532
17151,2017-12-25,05,06,23,28,32,04,05,211995741,4464946961,3,10000000,52,198440
17150,2017-12-23,03,06,10,13,18,09,11,235911666,4457502260,1,10000000,41,282679
17149,2017-12-20,10,18,19,25,26,04,12,216816379,4407904079,1,10000000,102,102805
17148,2017-12-18,19,27,31,32,35,11,12,211263443,4364959468,4,8582365,60,151203
17147,2017-12-16,05,16,17,25,34,01,11,229737246,4367250718,1,10000000,73,151991
17146,2017-12-13,01,05,11,14,35,09,10,213122165,4318480826,4,9143114,99,90710
17145,2017-12-11,04,07,17,18,19,03,10,213369884,4317224774,2,10000000,114,72192
17144,2017-12-09,03,21,23,29,32,10,11,233101357,4309699345,3,10000000,76,161804
17143,2017-12-06,06,09,24,29,32,02,07,209971249,4282393686,4,10000000,66,147020
17142,2017-12-04,01,05,16,19,28,02,10,209153464,4275347171,1,10000000,55,174921
17141,2017-12-02,02,08,21,22,29,03,05,227842115,4237389514,3,10000000,69,150239
